pref_lookingfor,count
|78|80|77|67|68|74|48|47|56|60|81|55|70|50|,1
|47|56|62|63|70|80|,1
|48|55|81|68|74|75|80|,1
|48|57|80|69|53|,1
|48|56|57|67|68|74|80|47|,1
|55|62|63|67|68|72|74|76|80|,1
|56|63|67|68|76|80|,1
|48|47|81|78|70|,1
|53|56|63|67|70|74|80|,1
|48|56|57|74|50|80|,1
|80|48|56|,1
|48|53|47|56|67|69|70|74|75|76|80|,1
|48|54|47|56|74|77|79|,1
|58|56|80|,1
|57|58|62|63|64|68|50|80|,1
|53|49|47|55|56|57|63|64|81|69|75|77|50|78|,1
|48|68|70|65|80|79|58|,1
|48|49|47|55|56|57|58|59|60|67|81|69|72|74|50|80|77|,1
|55|56|57|58|81|68|80|,1
|54|56|58|50|74|68|65|63|57|55|49|53|,1
|47|56|57|61|63|65|81|68|74|76|80|,1
|47|58|59|60|63|67|74|75|76|77|50|78|,1
|80|63|61|65|67|50|62|69|56|,1
|53|56|57|58|63|67|68|69|,1
|48|56|73|75|80|74|70|68|67|,1
|60|67|74|75|78|80|,1
|48|55|70|47|56|,1
|80|74|70|55|,1
|48|61|67|81|80|,1
|48|56|61|67|81|68|75|50|80|,1
|67|68|74|70|77|47|,1
|48|53|49|55|63|70|74|75|76|77|50|78|,1
|9|14|15|21|29|33|34|38|42|43|,1
|48|53|49|47|55|56|57|58|59|62|63|64|65|67|81|68|69|70|72|73|74|75|76|77|50|78|80|,1
|48|47|56|75|80|,1
|53|55|56|61|63|65|67|70|72|74|50|80|,1
|47|53|55|68|70|74|77|50|80|67|62|64|56|48|81|73|,1
|7|10|11|14|29|33|34|42|,1
|48|59|80|,1
|56|80|67|50|,1
|49|47|55|56|63|66|68|70|72|73|74|75|77|50|78|80|,1
|48|56|58|60|63|67|68|,1
|48|47|56|62|81|75|80|55|68|70|74|76|,1
|47|55|56|57|58|59|72|74|76|78|,1
|48|54|47|58|81|69|74|76|77|50|78|80|,1
|48|56|68|69|70|74|78|80|,1
|2|3|10|14|16|18|21|28|29|34|37|38|40|42|50|51|,1
|48|47|56|57|81|69|50|,1
|70|72|74|80|77|56|47|48|55|76|,1
|47|65|81|75|77|78|80|,1
|9|14|27|29|33|34|38|42|,1
|47|55|53|72|77|50|80|,1
|63|80|77|71|81|,1
|48|47|62|63|66|67|81|68|76|50|80|,1
|56|61|69|50|80|,1
|48|53|47|56|57|58|62|65|66|67|81|68|69|70|80|63|78|50|76|,1
|80|77|75|81|66|48|54|47|56|58|53|49|55|57|63|67|68|70|72|76|74|50|,1
|56|63|81|68|69|77|78|80|,1
|48|49|55|81|68|77|50|78|80|,1
|77|68|57|56|74|,1
|48|56|57|63|81|68|74|,1
|63|64|65|67|81|68|69|70|72|74|76|77|50|78|80|,1
|74|67|80|48|75|77|78|61|68|70|60|58|56|47|,1
|48|49|55|81|68|70|73|74|77|50|80|,1
|67|68|76|80|,1
|56|58|59|61|63|66|80|78|,1
|48|53|56|70|72|77|,1
|48|47|67|68|74|77|,1
|60|64|50|80|48|55|57|53|56|,1
|48|56|57|81|74|76|80|,1
|53|56|69|76|80|,1
|77|80|50|74|67|,1
|48|53|49|47|56|57|70|72|74|76|77|50|78|,1
|80|70|74|56|,1
|48|56|57|58|79|,1
|56|77|80|50|74|67|55|49|,1
|48|80|68|70|72|74|50|,1
|48|67|73|75|50|80|,1
|48|49|47|55|56|58|59|60|67|81|68|70|74|78|,1
|63|67|68|69|70|75|,1
|48|57|65|68|81|,1
|48|56|67|70|74|77|50|80|,1
|3|6|9|10|14|19|20|21|27|28|29|30|32|33|37|38|44|49|50|,1
|48|47|55|56|57|58|59|60|63|67|81|68|70|78|80|,1
|56|63|68|,1
|56|63|70|76|80|,1
|48|81|75|77|78|80|50|74|72|61|49|,1
|2|3|4|6|9|10|11|12|13|14|21|22|28|34|37|38|39|45|47|,1
|49|55|56|57|58|59|70|74|75|77|80|,1
|49|47|55|58|59|60|81|74|77|78|80|,1
|49|57|58|81|68|73|77|50|80|,1
|48|55|56|63|65|67|81|68|69|70|74|76|50|80|,1
|48|49|55|73|75|74|67|,1
|47|58|67|74|78|80|,1
|48|49|55|56|60|61|81|72|73|74|77|50|,1
|56|67|81|76|77|,1
|10|14|21|29|30|31|32|33|34|42|44|,1
|48|56|47|58|69|80|78|77|49|57|67|74|76|50|,1
|48|53|47|60|81|69|70|78|80|,1
|9|14|17|27|29|,1
|66|81|77|79|74|67|63|49|69|,1
|48|49|47|55|56|57|61|67|70|71|73|77|78|80|,1
|63|68|50|,1
|48|49|55|57|63|67|68|70|72|74|76|80|78|77|73|69|81|64|62|60|56|47|53|,1
|48|54|47|56|63|67|81|68|75|80|,1
|48|47|55|56|58|59|72|74|76|77|50|78|80|,1
|72|47|56|58|,1
|57|67|68|70|73|74|77|50|78|,1
|54|56|47|53|49|55|67|68|70|72|74|73|81|69|50|79|77|75|,1
|49|47|56|58|59|61|66|67|73|74|77|78|80|,1
|48|49|55|56|57|69|73|76|77|,1
|48|55|67|74|50|80|75|56|58|53|70|72|76|,1
|48|53|56|60|68|70|78|80|,1
|56|63|81|68|74|76|50|,1
|48|49|55|75|77|68|61|80|,1
|58|74|76|,1
|55|56|68|78|,1
|48|49|47|55|56|64|67|81|72|73|74|76|77|50|78|80|,1
|48|56|60|62|63|64|65|81|68|80|,1
|80|70|50|,1
|47|56|73|75|77|78|49|55|61|65|68|70|74|50|79|,1
|63|66|67|69|70|,1
|60|61|75|77|50|80|,1
|80|77|47|,1
|55|56|62|63|65|67|81|68|70|73|74|50|80|,1
|74|50|70|57|,1
|58|68|69|70|74|77|80|,1
|20|33|42|,1
|48|56|61|62|63|65|67|75|76|80|,1
|48|53|47|55|56|57|58|59|60|61|66|67|69|72|73|74|75|76|77|50|,1
|61|70|77|55|53|72|76|63|74|50|,1
|7|9|10|31|33|41|,1
|53|56|58|63|72|74|80|,1
|67|81|68|50|80|,1
|56|60|47|81|75|80|76|74|72|70|67|55|49|,1
|48|53|47|56|63|67|81|70|74|,1
|57|74|80|,1
|48|81|70|74|50|80|,1
|53|60|70|74|,1
|47|55|56|57|58|70|74|77|78|80|,1
|54|56|57|58|80|,1
|4|18|20|22|29|34|35|37|38|42|44|45|46|,1
|70|68|80|81|62|56|,1
|48|47|60|70|77|80|,1
|3|7|8|11|14|15|27|28|29|31|32|33|34|36|37|38|42|43|,1
|48|47|56|81|69|53|55|63|67|70|72|50|76|74|73|75|77|78|80|,1
|67|81|68|69|70|,1
|48|53|47|56|57|70|77|80|,1
|48|53|47|55|56|57|62|63|66|67|68|70|74|76|77|50|78|80|,1
|48|55|67|50|80|77|78|73|75|60|58|56|47|53|57|72|74|,1
|56|66|76|50|80|,1
|56|67|69|74|80|,1
|48|60|81|68|,1
|48|55|70|74|50|53|80|,1
|48|49|47|55|56|57|61|62|63|65|67|81|68|70|73|74|77|50|80|,1
|48|49|47|55|56|81|68|70|80|,1
|47|58|60|77|80|53|49|57|50|,1
|48|53|49|47|55|57|58|59|81|69|72|74|77|78|80|,1
|56|67|74|50|80|,1
|56|64|69|80|50|76|70|53|,1
|56|69|70|74|79|,1
|48|54|47|56|58|60|62|64|66|81|69|71|72|70|68|67|65|63|61|59|57|55|49|53|74|73|75|77|78|80|76|50|79|,1
|48|49|47|56|80|,1
|66|77|,1
|48|54|55|58|60|81|69|74|77|80|,1
|48|55|56|60|66|81|68|80|,1
|48|53|47|55|56|57|63|65|69|76|77|78|80|,1
|47|81|75|77|80|76|74|67|53|55|,1
|48|56|81|65|,1
|48|47|55|53|80|58|56|,1
|56|69|80|55|57|61|63|67|70|74|76|50|,1
|58|48|77|70|68|63|53|,1
|48|54|47|56|63|66|75|76|77|80|,1
|48|57|61|66|69|75|80|,1
|48|47|58|63|81|69|72|74|75|76|77|50|78|80|,1
|64|78|66|67|,1
|48|55|56|58|63|67|77|50|,1
|29|34|38|,1
|55|56|57|61|67|70|74|,1
|53|47|56|60|62|63|67|81|68|70|72|74|77|50|80|,1
|70|74|50|,1
|80|56|55|68|70|74|,1
|53|49|55|56|57|70|71|76|77|50|80|,1
|48|53|47|55|56|63|67|69|74|76|50|78|80|,1
|48|49|55|57|61|77|78|80|,1
|47|56|67|73|80|,1
|48|47|56|58|60|67|81|68|74|,1
|48|70|63|68|80|78|,1
|48|49|67|81|68|69|70|74|50|80|,1
|48|54|56|57|58|59|81|68|69|70|71|74|75|76|78|80|,1
|48|47|56|58|59|60|74|80|,1
|11|14|20|26|28|29|33|34|40|42|44|,1
|48|69|56|63|67|76|80|,1
|48|53|47|49|80|78|77|75|58|56|61|65|68|70|,1
|48|49|47|56|61|81|73|74|75|77|50|,1
|48|53|47|55|75|80|,1
|48|56|58|75|57|80|,1
|48|47|55|56|57|70|72|74|80|,1
|48|55|75|,1
|47|55|70|74|77|50|80|,1
|48|56|78|77|80|49|55|67|74|,1
|56|60|81|68|70|50|80|,1
|48|53|49|47|55|56|57|58|59|67|70|72|77|50|80|,1
|47|75|78|80|50|74|72|,1
|48|47|55|58|70|74|75|76|77|50|80|,1
|47|69|77|48|67|70|80|,1
|48|57|58|77|,1
|53|47|55|56|63|64|67|81|69|70|77|50|78|80|,1
|48|47|56|58|60|81|69|75|78|80|50|76|74|70|57|55|49|53|,1
|48|47|56|58|75|77|49|55|67|74|50|,1
|55|63|67|81|68|70|75|77|50|80|,1
|56|48|60|81|65|80|,1
|48|53|47|67|72|74|76|,1
|48|49|55|57|59|61|63|65|67|68|70|72|74|76|79|50|80|78|77|75|73|71|69|81|66|64|62|60|58|47|53|56|,1
|53|54|56|57|81|68|70|74|,1
|57|60|58|78|80|76|74|47|53|,1
|48|47|58|55|,1
|48|80|74|70|55|56|64|47|,1
|54|80|74|70|55|,1
|48|47|56|62|81|80|,1
|48|47|56|58|59|60|63|67|81|69|50|78|80|,1
|63|68|70|80|,1
|48|71|53|55|70|74|50|79|73|75|77|,1
|48|55|81|68|79|,1
|3|9|10|12|14|17|18|20|26|29|33|35|38|40|51|,1
|48|47|56|67|72|80|,1
|48|49|47|56|58|81|68|70|74|77|78|80|,1
|48|57|59|67|74|72|50|80|78|77|71|69|56|58|47|,1
|9|31|,1
|53|67|77|80|,1
|54|56|63|81|68|69|75|80|,1
|49|56|58|67|69|72|74|75|76|77|50|79|,1
|53|54|49|47|55|56|57|58|63|64|66|67|70|71|72|73|74|75|76|77|50|78|80|,1
|48|81|49|50|,1
|48|53|47|56|81|78|,1
|48|53|49|47|55|56|57|58|61|63|66|67|81|68|69|70|71|72|73|74|75|76|77|50|78|80|,1
|48|49|47|55|56|57|58|61|68|70|74|75|50|78|,1
|2|9|11|14|15|18|20|21|24|27|28|29|32|33|34|38|42|49|50|,1
|81|78|68|,1
|53|48|49|55|50|76|80|78|75|69|47|57|70|,1
|54|49|47|55|56|57|61|67|81|68|70|77|50|,1
|23|26|29|,1
|48|53|49|47|55|56|57|58|59|60|,1
|75|47|48|53|49|55|72|50|,1
|53|47|63|66|67|76|,1
|48|49|55|61|67|70|75|80|,1
|48|53|49|55|57|58|66|81|71|76|77|,1
|48|47|56|80|68|74|63|,1
|48|47|58|59|78|,1
|63|66|80|,1
|48|47|56|62|75|78|65|72|50|,1
|54|49|55|56|57|61|63|81|68|72|74|77|50|80|,1
|48|67|76|80|,1
|70|62|56|47|80|68|74|,1
|57|67|70|74|77|78|,1
|48|47|55|56|57|61|69|71|74|75|77|80|,1
|48|55|74|50|57|80|77|69|56|47|,1
|48|56|57|67|81|74|76|77|80|,1
|48|56|68|70|76|77|80|,1
|48|53|55|56|63|68|50|76|74|80|75|77|81|,1
|48|47|56|58|60|69|77|78|80|53|67|70|50|,1
|48|60|66|67|80|,1
|63|65|67|68|70|72|74|76|50|79|81|66|64|62|77|71|69|54|47|56|58|,1
|48|53|55|56|57|58|60|63|66|67|68|70|77|80|,1
|48|56|62|81|57|55|74|72|68|67|80|47|,1
|62|64|65|81|68|69|76|50|,1
|56|80|55|60|,1
|48|53|49|55|61|67|80|50|77|73|72|69|,1
|47|56|57|61|,1
|48|66|68|70|74|78|,1
|47|56|58|60|80|,1
|48|56|75|80|55|57|67|68|70|74|50|,1
|53|49|47|56|57|63|67|81|68|69|70|71|77|50|80|,1
|10|21|29|51|,1
|61|65|73|74|80|,1
|55|56|67|70|74|75|77|50|80|,1
|56|67|71|76|77|80|,1
|80|53|55|63|72|50|56|47|58|,1
|2|3|9|11|14|15|20|25|27|28|29|30|31|33|34|37|38|39|41|43|44|,1
|48|47|56|57|69|70|72|74|77|80|,1
|74|50|80|,1
|48|53|49|47|55|65|74|77|50|78|,1
|48|55|77|78|80|,1
|48|70|80|53|55|,1
|48|58|80|,1
|48|55|56|57|58|70|80|,1
|55|56|81|68|69|70|74|75|76|50|80|,1
|2|3|7|8|9|10|11|12|13|14|15|17|19|20|21|24|27|28|29|30|31|32|33|34|37|38|41|42|43|44|,1
|48|47|56|58|73|78|80|55|57|61|67|68|74|76|,1
|48|55|56|58|61|66|68|70|,1
|2|3|21|28|29|36|42|44|,1
|54|47|58|66|69|77|53|49|55|57|63|67|74|50|,1
|81|68|50|79|,1
|53|47|56|57|66|72|73|74|75|76|77|50|80|,1
|50|48|,1
|48|47|55|56|57|63|67|81|68|70|50|80|,1
|48|56|67|81|75|76|77|50|69|78|80|57|,1
|48|56|80|55|57|68|70|74|,1
|47|78|80|,1
|56|68|71|74|76|50|80|,1
|65|67|70|68|,1
|48|53|49|56|58|60|61|63|66|67|81|68|70|72|73|74|75|76|77|50|78|,1
|56|57|67|80|,1
|63|67|68|76|50|56|66|73|75|77|48|55|,1
|47|61|62|68|70|74|80|,1
|48|53|56|68|71|77|,1
|80|76|74|70|63|56|48|81|71|50|67|,1
|48|57|61|68|70|74|53|47|56|58|60|77|78|80|,1
|48|55|56|57|68|70|77|50|80|,1
|53|55|63|66|67|69|74|,1
|56|65|68|,1
|48|47|72|74|50|80|78|77|49|67|,1
|74|47|,1
|48|56|63|67|69|77|,1
|63|69|77|80|,1
|48|56|75|78|80|53|,1
|48|47|55|56|61|68|70|73|74|78|80|,1
|48|53|49|67|70|81|56|58|69|71|77|80|78|50|74|68|59|,1
|55|63|81|68|70|74|76|,1
|3|4|7|9|10|13|14|20|21|25|26|28|29|33|34|38|41|42|44|,1
|48|56|61|73|74|,1
|48|53|49|47|58|67|72|77|50|80|,1
|48|58|81|80|55|57|74|,1
|11|13|14|29|34|,1
|48|53|47|61|63|81|50|80|,1
|47|56|58|67|69|76|77|,1
|48|47|57|49|53|78|67|50|56|80|,1
|47|57|67|73|74|77|50|78|80|,1
|49|47|55|56|58|63|66|67|69|73|75|76|77|50|78|,1
|48|49|47|73|74|77|50|80|62|55|,1
|48|56|60|,1
|48|56|81|68|70|,1
|67|70|76|50|,1
|21|28|29|33|42|,1
|49|55|50|80|78|77|56|47|48|,1
|67|81|68|70|80|,1
|3|9|21|27|28|29|38|,1
|54|56|47|49|61|63|58|64|66|69|67|72|74|76|73|77|80|,1
|48|47|56|60|74|76|80|78|55|,1
|49|67|80|,1
|47|63|67|68|70|74|80|,1
|53|56|57|58|63|65|81|68|,1
|70|68|67|53|48|47|56|81|66|69|73|80|,1
|53|56|63|66|74|,1
|48|55|56|67|74|50|80|,1
|49|56|62|72|67|47|74|50|80|,1
|53|56|57|61|63|81|69|70|72|73|76|77|50|80|,1
|56|60|81|80|55|68|70|74|50|,1
|56|62|64|65|66|81|68|69|70|74|78|80|,1
|48|47|55|56|67|74|80|,1
|48|55|68|70|74|79|,1
|53|47|58|63|66|81|76|77|50|79|,1
|77|79|63|57|69|56|75|55|70|74|65|,1
|48|55|81|72|73|74|75|80|,1
|56|60|69|80|67|72|74|,1
|53|49|47|56|57|58|67|68|70|,1
|56|58|48|75|78|53|50|80|47|73|,1
|48|47|55|60|66|68|70|74|80|,1
|48|56|80|50|74|72|57|,1
|48|54|47|56|77|80|49|55|57|59|74|,1
|48|47|55|58|63|66|67|68|70|74|75|78|80|,1
|48|47|56|58|62|64|81|75|77|80|50|74|72|68|67|55|49|,1
|48|53|47|56|58|77|78|80|57|59|68|72|76|50|,1
|49|47|57|63|66|67|72|74|50|,1
|48|49|47|56|57|61|81|,1
|56|74|75|80|,1
|48|47|55|68|69|71|73|80|,1
|48|56|60|64|81|80|76|70|68|67|57|55|,1
|47|57|63|67|76|,1
|14|20|21|26|28|29|31|32|33|34|38|44|47|51|,1
|48|53|49|47|55|57|58|64|81|68|69|78|80|,1
|54|66|72|73|74|76|50|80|,1
|48|56|81|75|80|55|65|68|74|,1
|53|61|63|75|76|80|,1
|48|53|47|56|57|67|69|70|74|50|80|,1
|48|53|49|47|55|56|63|67|81|68|70|73|74|76|50|80|,1
|48|47|56|57|58|69|73|75|77|50|80|,1
|3|9|10|14|15|21|29|31|33|34|43|49|,1
|57|55|49|61|77|75|47|48|,1
|48|47|56|57|63|67|81|68|70|77|50|80|,1
|47|56|58|59|60|73|74|77|,1
|29|33|42|,1
|80|53|50|,1
|48|49|53|77|75|69|78|80|50|76|74|70|57|55|,1
|54|56|57|81|68|70|50|,1
|48|55|61|67|74|77|50|79|,1
|48|47|56|58|62|64|71|73|75|77|78|80|53|55|59|63|65|70|72|74|50|,1
|47|55|67|81|68|74|50|,1
|48|49|47|55|56|57|58|59|62|63|66|81|69|73|74|76|77|50|80|,1
|47|55|56|69|75|77|,1
|81|80|50|77|56|,1
|48|49|47|55|74|77|79|,1
|53|49|47|55|56|58|63|81|70|71|73|76|50|80|,1
|80|64|78|74|68|49|48|58|81|75|77|,1
|58|59|70|78|80|,1
|49|47|62|64|68|69|70|74|76|77|80|,1
|48|58|80|70|68|74|65|56|,1
|47|55|56|58|63|66|67|69|71|75|76|,1
|56|57|70|80|,1
|48|81|75|61|68|70|50|74|56|,1
|53|57|81|68|76|77|,1
|53|49|55|56|57|58|67|69|72|74|77|80|,1
|47|69|50|74|77|80|,1
|55|56|63|68|81|70|72|75|,1
|48|49|55|57|61|59|63|65|67|68|70|72|74|76|50|79|80|78|77|75|73|71|69|81|66|64|62|60|58|56|47|53|,1
|53|55|63|64|78|,1
|48|56|75|77|57|80|47|,1
|48|54|74|75|80|,1
|56|76|74|75|67|65|,1
|48|58|56|62|81|75|80|55|57|68|70|67|74|,1
|53|47|55|56|57|63|76|77|,1
|48|56|60|81|50|80|,1
|48|55|56|61|63|65|67|74|75|,1
|48|56|58|73|80|,1
|48|50|78|80|,1
|2|9|10|14|15|18|19|25|28|29|33|38|40|41|44|50|51|,1
|48|56|58|63|67|81|70|74|76|77|50|79|,1
|48|67|73|74|76|80|,1
|48|49|47|56|58|59|60|61|63|64|66|67|81|68|69|70|73|74|76|77|50|78|80|,1
|48|47|56|78|80|76|72|67|63|57|53|,1
|47|49|50|,1
|56|57|68|70|71|80|,1
|48|55|56|70|72|74|77|50|,1
|48|56|57|58|59|50|80|,1
|48|49|47|55|56|57|58|59|60|62|81|69|70|71|72|73|74|75|77|50|78|80|,1
|48|56|68|70|77|80|,1
|48|53|67|81|76|78|80|,1
|48|47|69|73|53|57|67|72|79|50|,1
|48|53|47|55|56|57|61|63|65|67|81|68|70|73|74|75|76|50|,1
|2|9|10|11|14|16|21|25|26|27|28|29|31|32|33|34|37|38|42|,1
|48|56|70|68|,1
|48|56|69|80|61|63|67|68|72|74|76|50|,1
|48|53|49|47|55|56|57|58|68|70|74|76|77|50|80|,1
|3|9|10|11|21|26|28|33|38|42|47|,1
|48|56|67|69|70|74|77|50|80|,1
|48|81|80|77|70|63|,1
|48|56|57|58|60|81|68|69|75|77|80|,1
|48|47|55|56|57|58|59|60|62|64|81|68|70|74|75|77|50|80|,1
|56|72|,1
|47|56|62|81|77|49|55|57|61|63|67|68|70|74|76|50|79|,1
|48|47|56|57|67|81|68|70|74|75|76|77|50|80|,1
|47|48|58|60|78|,1
|48|54|56|58|60|63|67|81|68|70|72|74|77|50|80|,1
|48|56|53|50|66|81|69|77|80|49|67|68|74|,1
|48|53|47|,1
|53|49|47|55|56|58|65|81|77|50|80|,1
|48|78|68|70|56|,1
|53|57|58|63|78|,1
|55|56|73|74|80|,1
|48|53|47|70|68|57|56|80|50|,1
|63|67|65|74|76|69|66|53|,1
|48|47|58|67|74|80|,1
|80|81|56|74|70|,1
|48|53|49|47|55|56|57|58|70|72|74|76|77|50|78|80|,1
|48|56|68|75|81|,1
|48|49|47|67|74|77|78|80|,1
|58|61|79|,1
|47|56|62|81|69|73|75|77|78|80|53|49|55|57|61|63|67|68|70|72|74|76|50|,1
|53|66|81|69|80|,1
|55|56|81|68|77|50|80|,1
|48|53|56|58|61|70|76|50|79|,1
|56|78|74|67|63|,1
|48|49|47|56|57|61|67|69|70|74|77|80|,1
|2|3|6|9|13|18|20|21|27|28|32|33|34|35|38|39|40|46|51|,1
|48|49|47|55|56|63|81|68|72|73|74|77|50|79|,1
|48|55|56|68|70|76|77|80|,1
|48|56|74|75|,1
|48|47|56|81|69|78|77|80|55|67|70|,1
|2|3|9|10|14|21|28|29|32|33|34|38|43|44|47|48|,1
|53|54|63|67|76|,1
|48|49|47|55|56|58|59|60|61|62|81|68|70|74|78|,1
|66|74|75|80|,1
|56|80|74|47|,1
|53|49|47|57|67|70|77|50|,1
|56|57|63|74|,1
|48|47|55|56|61|68|69|75|77|50|,1
|7|9|14|21|23|24|27|28|29|31|32|33|34|38|42|51|,1
|48|80|68|70|,1
|53|63|67|,1
|48|49|47|56|81|50|80|,1
|63|53|56|69|,1
|48|74|,1
|47|56|67|69|78|80|55|,1
|48|47|55|63|66|67|81|68|70|73|80|,1
|53|56|58|60|64|81|80|50|76|67|63|61|59|57|55|48|,1
|75|77|,1
|53|56|57|63|69|75|76|77|50|80|,1
|53|63|74|80|67|,1
|48|53|49|47|55|56|58|63|81|68|69|74|75|78|80|,1
|67|74|75|76|80|,1
|48|80|50|74|47|56|77|81|,1
|48|54|55|56|67|81|68|70|72|73|74|50|80|,1
|48|55|78|,1
|56|48|47|,1
|56|63|67|70|74|80|,1
|47|70|72|73|76|77|78|,1
|48|56|58|64|75|78|50|70|68|,1
|48|58|73|78|70|49|55|50|74|72|,1
|48|53|55|56|68|70|74|76|50|80|,1
|48|47|56|81|68|71|72|78|80|,1
|56|63|67|81|72|74|50|80|,1
|60|53|81|69|47|80|58|62|,1
|56|81|63|57|74|68|67|80|76|,1
|48|74|50|80|,1
|48|53|47|56|70|74|75|,1
|73|55|80|53|74|48|,1
|48|54|47|55|56|58|63|64|69|77|79|,1
|56|47|81|77|80|50|68|63|48|,1
|48|58|63|,1
|48|47|56|60|62|63|66|67|71|73|76|50|,1
|48|47|67|81|68|69|70|74|80|,1
|48|49|47|55|56|57|72|74|75|77|50|78|80|,1
|48|56|79|74|67|65|,1
|9|28|29|51|,1
|55|81|68|70|77|,1
|48|49|47|55|56|61|70|75|76|77|50|80|,1
|48|49|55|67|72|50|47|56|77|,1
|81|68|70|73|74|79|,1
|48|47|55|56|80|,1
|48|47|57|69|74|77|80|,1
|48|54|47|55|61|62|64|81|68|80|,1
|67|77|50|,1
|10|14|21|27|28|29|33|34|38|44|,1
|48|56|67|81|68|70|75|,1
|27|29|38|,1
|57|74|50|56|80|48|77|,1
|50|77|,1
|49|56|67|81|68|74|76|77|80|,1
|53|54|56|67|76|77|,1
|48|49|56|63|67|70|72|77|80|,1
|48|49|55|57|67|70|72|53|47|58|64|66|69|71|75|77|78|80|50|76|74|,1
|65|81|70|77|80|,1
|67|81|72|74|50|,1
|48|47|80|78|67|70|68|,1
|48|53|47|55|63|67|81|74|50|78|80|,1
|48|47|80|56|57|70|74|,1
|48|47|58|60|74|50|80|77|68|,1
|56|47|81|77|80|55|76|68|67|,1
|48|53|49|56|57|60|66|67|81|68|69|70|74|,1
|48|80|81|77|76|68|67|,1
|48|56|77|80|,1
|48|53|47|58|72|77|80|69|78|,1
|48|53|47|56|78|,1
|48|47|67|74|50|80|,1
|55|70|50|53|47|56|75|80|,1
|48|56|63|81|68|70|74|76|77|,1
|48|47|81|50|74|72|70|68|80|77|,1
|74|56|81|,1
|48|53|49|47|55|60|61|67|81|68|70|72|74|76|50|80|,1
|56|50|80|,1
|48|47|55|56|57|81|68|70|74|80|,1
|48|49|47|56|66|67|68|74|75|78|,1
|49|80|77|78|50|74|48|56|47|55|57|70|,1
|55|56|58|81|68|72|74|75|76|77|50|80|,1
|10|12|27|28|29|40|42|44|,1
|48|56|81|68|74|75|76|80|,1
|67|56|47|57|,1
|49|47|55|56|63|67|81|72|74|50|80|,1
|48|80|56|53|57|67|70|74|50|77|47|69|78|68|,1
|47|55|63|67|68|77|50|,1
|47|69|50|,1
|47|56|63|67|72|77|50|80|,1
|9|10|20|28|29|33|36|42|,1
|48|53|55|49|57|63|67|70|80|78|75|62|58|47|,1
|47|58|60|79|,1
|53|66|76|,1
|29|33|34|50|,1
|48|49|56|47|65|64|80|77|70|68|81|57|76|,1
|48|49|57|50|76|72|70|71|75|77|78|80|,1
|53|67|68|74|76|,1
|47|78|80|77|53|67|70|50|56|,1
|48|47|55|56|57|58|59|63|67|81|68|69|70|75|78|80|,1
|48|49|47|55|56|70|74|75|50|,1
|66|75|80|76|63|67|71|73|72|70|61|,1
|47|56|77|80|55|67|74|50|,1
|48|54|49|47|55|56|57|58|60|62|64|65|69|72|74|77|50|79|,1
|48|47|80|77|67|,1
|47|48|73|77|78|56|67|59|61|53|49|55|57|63|70|68|72|74|76|,1
|48|47|56|68|70|74|50|80|,1
|48|47|56|58|75|77|61|50|80|67|63|55|,1
|48|54|49|47|55|56|57|58|67|70|71|72|74|77|50|,1
|54|60|69|77|79|50|74|67|55|,1
|48|61|63|67|81|68|70|74|75|76|77|50|80|,1
|56|57|63|67|81|68|77|50|80|,1
|55|74|50|53|56|81|69|,1
|47|56|57|67|70|78|,1
|48|47|73|80|70|74|56|58|68|,1
|56|78|,1
|48|47|56|58|77|55|57|59|75|,1
|48|49|47|55|56|58|59|72|74|75|77|50|78|80|,1
|48|56|80|57|70|74|,1
|56|78|80|55|70|74|50|47|48|,1
|48|57|80|,1
|62|65|80|,1
|78|73|62|61|63|67|48|,1
|48|55|63|67|70|,1
|10|14|28|34|,1
|48|56|81|77|80|49|55|57|70|74|50|67|71|,1
|53|47|55|62|67|81|68|69|70|72|74|75|77|50|78|80|,1
|53|47|55|56|57|63|64|69|72|74|75|76|77|50|80|,1
|53|55|56|47|72|76|80|77|74|50|,1
|14|17|18|21|29|31|33|,1
|48|67|81|74|80|,1
|48|53|47|72|75|77|50|78|,1
|48|53|49|47|55|56|57|58|59|61|62|64|81|68|69|70|72|74|75|77|50|80|,1
|48|47|56|58|81|68|69|70|75|50|,1
|48|49|55|57|61|59|67|68|72|74|50|53|47|56|58|64|69|71|75|77|78|80|,1
|56|64|80|,1
|48|55|49|70|74|50|77|78|80|60|58|47|,1
|47|67|72|74|76|78|80|,1
|9|10|13|14|20|21|24|28|29|32|33|37|38|42|45|,1
|78|80|60|57|61|56|47|,1
|73|59|69|71|,1
|48|53|56|57|74|75|77|79|,1
|9|14|17|20|21|27|28|29|32|33|34|36|39|43|,1
|56|57|72|73|74|80|,1
|55|47|48|49|80|,1
|53|47|56|63|65|67|80|,1
|81|80|76|67|,1
|47|55|56|65|68|75|80|,1
|57|68|76|,1
|48|55|81|80|,1
|48|56|81|68|74|80|,1
|53|56|47|60|58|48|57|67|70|72|74|76|50|80|77|75|73|69|,1
|48|60|80|,1
|48|63|81|68|80|,1
|47|78|80|53|67|68|,1
|48|55|57|67|78|,1
|56|80|68|70|,1
|48|54|55|57|64|65|81|68|73|74|75|77|80|,1
|48|47|55|56|57|58|81|68|73|74|77|50|80|,1
|48|73|80|68|70|,1
|48|56|62|65|68|70|75|80|,1
|47|63|68|70|74|76|79|,1
